FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	306440	450	568	376	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	306890	100	500	409	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	306990	533	287	284	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	307523	266	432	288	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	307789	383	805	307	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	308172	183	331	335	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	308356	283	261	351	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	308639	150	325	346	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	308789	283	255	341	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	309072	300	416	502	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	309372	183	659	802	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	309555	167	639	745	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	309721	183	682	756	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	309905	183	329	724	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	310088	167	251	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	310254	200	546	53	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	310454	133	593	110	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	310587	233	971	98	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	310821	250	970	289	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	311070	216	970	837	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
