FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	479090	266	303	115	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	479356	233	797	213	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	479590	250	368	233	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	479839	183	415	258	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	480023	233	424	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	480256	233	423	463	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	480489	200	572	723	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	480689	416	501	738	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	481105	233	412	456	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	481338	500	303	486	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	481838	416	253	751	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	482254	217	549	739	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	482471	316	514	747	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	482787	700	747	739	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	483487	316	995	733	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	483803	733	957	759	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	484536	183	724	762	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	484719	116	688	763	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	484836	200	440	781	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	485036	266	712	796	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	485302	250	817	308	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	485552	266	430	441	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	485818	316	366	479	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	486135	866	268	542	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	487001	233	439	554	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	487234	166	717	803	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	487401	200	731	752	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	487600	333	982	743	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	487934	200	313	765	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	488133	1749	241	759	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	489882	283	389	510	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	490165	250	383	557	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	490415	483	268	548	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	490898	300	378	534	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	491198	3015	423	543	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	494212	216	290	554	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	494429	400	388	550	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	494828	899	277	557	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	495728	200	321	552	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	495928	200	428	569	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	496128	2098	285	551	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	498226	333	281	774	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	498559	250	505	751	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	498809	316	377	301	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	499125	316	429	325	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	499442	166	614	769	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	499608	100	626	724	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	499708	117	569	747	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	499825	316	509	748	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
50	500141	383	751	746	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
51	500524	683	782	271	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
52	501207	216	671	60	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
53	501424	166	741	33	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
54	501590	316	833	33	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
55	501907	266	812	148	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
56	502173	216	771	288	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
57	502390	200	742	177	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
58	502589	300	412	271	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
59	502889	233	447	335	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
60	503122	216	459	261	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
61	503339	383	814	230	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
62	503722	150	832	190	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
63	503872	183	760	789	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
64	504055	166	725	761	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
65	504222	266	967	759	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
66	504488	699	264	746	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
67	505187	266	244	886	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
68	505454	600	241	770	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
69	506054	283	457	265	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
70	506337	250	797	185	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
71	506587	216	332	248	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
72	506803	300	313	332	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
73	507103	150	347	217	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
74	507253	500	413	19	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
75	507752	416	279	18	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
76	508169	250	205	27	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
77	508419	633	289	21	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
78	509051	783	393	23	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
79	509834	949	485	19	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
80	510784	949	586	21	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
81	511733	533	684	34	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
82	512266	583	788	26	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
83	512848	966	697	28	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
84	513814	516	793	40	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
85	514331	200	938	35	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
86	514530	416	898	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
87	515180	17	705	18	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
