FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	33145	383	466	341	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	33528	183	386	109	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	33711	233	759	277	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	33944	216	367	363	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	34160	233	413	467	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	34394	150	383	275	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	34544	166	277	267	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	34710	217	803	324	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	34927	183	874	504	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	35110	216	732	530	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	35326	200	789	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	35526	183	739	285	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	35709	216	400	475	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	35926	167	311	306	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	36092	150	280	287	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	36242	183	423	287	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	36426	383	759	525	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	36809	217	595	761	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	37025	233	534	750	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	37258	383	725	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	37641	366	1005	758	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	38008	150	937	803	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	38158	200	346	775	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	38357	416	271	760	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	38774	300	528	743	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	39074	133	503	811	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	39207	516	738	794	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	39723	233	706	738	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	39956	166	707	836	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	40123	233	981	828	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	40356	416	487	808	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	40772	150	519	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	40922	250	811	464	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	41172	183	762	401	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	41355	250	736	594	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	41605	133	487	563	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	41738	216	404	512	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	41955	300	306	477	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	42255	266	361	808	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	42521	283	742	800	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	42804	233	985	851	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	43037	167	933	836	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	43204	200	555	805	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
