FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	31613	140	658	288	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	31753	299	352	300	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	32052	359	711	304	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	32410	299	328	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	32709	239	586	487	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	32949	798	417	495	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	33747	678	671	507	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	34424	777	383	494	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	35202	419	374	300	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	35620	718	436	403	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	36338	279	644	354	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	36617	239	874	393	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	36856	359	357	433	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	37355	20	490	583	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	37514	159	477	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	37674	239	676	703	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	37913	379	741	418	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	38292	319	784	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	38611	458	557	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	39070	219	751	716	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	39289	359	459	400	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	39648	259	803	572	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	39907	459	962	801	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	40366	199	658	771	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	40565	239	736	527	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	40804	239	779	797	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	41043	359	839	931	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	41402	359	797	964	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	41761	359	665	307	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	42120	199	807	633	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	42319	339	951	902	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	42658	259	950	779	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	42917	379	974	954	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	43296	219	937	973	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	43515	219	838	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	43735	199	771	789	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	43934	598	714	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	44532	159	557	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	44692	179	518	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	44871	538	255	733	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	45409	160	365	427	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	45569	219	768	247	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	45788	219	840	35	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	46008	140	925	43	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	46147	459	505	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	46606	279	632	50	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	46885	219	725	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	47104	199	1022	69	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	47303	199	938	70	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
50	47842	598	975	958	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
51	48440	1416	827	964	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
52	49855	399	761	963	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
53	50254	678	839	973	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
54	50932	698	680	975	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
55	51630	1455	468	965	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
56	53085	558	185	957	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
57	53643	977	266	954	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
58	54620	299	1051	995	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
59	55139	558	1087	975	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
60	55697	558	789	972	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
61	56255	199	778	802	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
62	56455	499	757	734	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
