FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	1717	666	634	399	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	2383	167	549	225	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	2550	350	474	104	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	2899	183	341	273	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	3082	200	337	328	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	3282	250	738	397	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	3532	333	416	412	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	3865	250	698	360	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	4115	333	377	350	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	4448	166	638	449	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	4615	266	757	431	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	4881	366	410	460	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	5247	200	644	619	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	5447	333	675	692	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	5780	167	590	657	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	5947	266	542	645	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	6213	183	409	461	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	6397	183	317	312	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	6580	233	785	376	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	6813	150	853	838	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	6963	217	742	789	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	7179	100	683	702	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	7279	733	531	669	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	8012	133	659	694	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	8312	116	746	750	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	8428	366	935	774	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	8795	183	648	444	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	8978	250	395	503	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	9228	133	344	500	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	9361	366	424	516	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	9728	316	463	526	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	10044	416	417	521	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	10460	3114	431	476	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	13575	333	293	502	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	13908	999	437	477	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	14907	250	320	641	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	15157	1249	434	486	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	16406	416	372	321	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	16822	150	799	434	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	16972	150	793	836	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	17122	166	732	826	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	17289	300	553	734	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	17589	233	276	674	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	17822	133	336	144	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	17955	133	359	86	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	18088	100	318	75	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	18188	516	508	71	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	18704	183	643	82	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	18888	1282	699	91	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
50	20170	216	381	290	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
51	20386	200	647	109	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
52	20586	716	699	95	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
53	21469	833	708	80	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
