FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	180677	283	620	183	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	180960	133	767	343	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	181093	150	751	399	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	181243	366	313	320	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	181610	250	510	271	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	181860	616	879	305	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	182676	150	893	790	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	182826	250	969	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	183075	217	732	795	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	183292	233	300	947	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	183758	316	240	756	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	184075	450	221	724	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	184524	233	328	373	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	184757	183	377	486	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	184941	366	401	532	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	185307	183	294	542	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	185490	650	261	565	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	186140	416	389	590	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	186556	116	432	548	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	186673	300	438	595	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	187189	117	436	483	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	187306	500	431	530	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	187805	999	387	532	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	188805	200	427	542	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	189004	100	420	499	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	189104	350	425	544	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	189454	117	430	477	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	189571	1649	439	525	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	191403	83	426	488	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	191486	183	418	541	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	191669	316	296	526	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	191986	133	436	710	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	192119	100	435	812	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	192219	216	266	757	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	192435	300	314	309	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	192735	216	799	313	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	192951	200	439	319	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	193151	233	339	313	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	193384	266	360	463	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	193651	250	418	841	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	193901	200	231	801	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	194101	200	353	773	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	194301	366	222	756	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	194667	167	666	690	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	194833	166	792	168	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	195000	167	764	79	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	195167	216	215	61	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	195383	183	326	58	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	195566	233	588	72	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
50	195799	1416	701	74	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
51	197215	283	920	73	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
52	197498	166	987	77	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
53	197665	250	731	42	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
54	197914	100	718	79	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
55	198181	999	704	75	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
