FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	278460	618	784	764	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	279078	219	766	455	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	279298	259	415	432	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	279696	159	804	428	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	279856	498	802	780	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	280354	319	808	373	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	280673	199	470	401	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	280873	279	406	450	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	281152	499	774	361	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	281650	200	474	326	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	282009	100	785	442	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	282109	1077	772	333	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	283186	419	502	318	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	283604	498	386	503	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	284103	200	628	758	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	284302	239	749	290	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	284541	179	586	70	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	284721	219	542	39	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	284940	219	393	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	285159	259	328	437	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	285419	399	293	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	285817	498	277	514	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	286316	738	326	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	287053	498	285	509	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	287552	379	318	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	287930	219	405	459	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	288150	2014	277	512	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	290164	459	319	470	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	290622	159	231	646	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	290782	199	214	786	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	290981	159	251	776	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	291140	479	307	482	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
