FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	62535	179	477	286	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	62715	239	365	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	62954	399	693	179	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	63353	319	915	247	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	63672	399	706	301	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	64071	1455	676	402	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	65526	319	823	283	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	65845	618	863	244	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	66463	279	457	403	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	66742	518	431	507	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	67261	498	462	528	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	67759	199	315	524	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	67958	638	418	524	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	68596	299	343	679	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	68895	180	261	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	69075	299	409	523	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	69374	499	771	407	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	70012	339	396	513	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	70351	239	445	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	70590	259	300	555	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	70849	319	416	531	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	71627	379	428	510	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	72245	359	305	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	72604	379	448	547	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	72983	339	457	734	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	73321	518	428	511	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	73840	219	636	463	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	74059	1117	446	492	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	75335	1495	444	511	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	76830	159	402	432	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	76990	419	425	326	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	77408	219	325	323	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	77628	399	542	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	78027	459	857	780	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	78485	160	973	766	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	78645	299	426	914	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	78944	299	244	943	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	79243	359	345	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	79602	279	659	20	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	79881	219	618	22	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	80100	179	517	12	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	80280	279	725	17	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	80698	199	713	24	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	81057	140	722	49	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	81197	199	823	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	81396	558	719	43	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	82114	2831	712	11	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
