FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	134807	100	258	242	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	135057	150	652	892	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	135207	233	727	454	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	135440	300	389	299	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	135740	166	306	289	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	135907	300	561	687	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	136207	133	307	781	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	136340	383	983	771	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	136723	216	760	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	136939	300	769	460	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	137239	266	730	750	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	137506	383	430	460	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	137889	300	628	755	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	138355	233	498	744	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	138588	183	284	713	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	138771	500	755	466	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	139271	183	605	749	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	139454	217	499	746	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	139671	350	741	741	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	140020	200	700	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	140220	233	411	467	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	140453	266	751	346	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	140720	283	382	273	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	141003	283	807	295	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	141286	167	803	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	141453	250	984	742	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	141703	166	776	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	141869	200	706	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	142069	216	508	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	142285	300	265	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	142585	250	362	352	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	142835	300	320	298	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	143135	400	280	330	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	143534	266	322	293	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
