FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	328006	166	962	303	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	328172	150	714	116	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	328422	133	698	337	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	328556	283	395	265	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	328839	250	785	311	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	329088	183	769	596	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	329272	283	701	799	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	329555	433	522	825	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	330321	233	434	429	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	330554	466	403	474	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	331020	250	412	316	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	331270	283	813	336	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	331553	333	439	335	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	331886	450	488	27	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	332336	283	196	12	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	332619	283	850	53	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	332902	183	925	87	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	333086	216	801	402	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	333302	416	512	757	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	333718	216	282	744	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	333935	450	379	486	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	334385	933	446	531	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	335317	583	450	490	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	335900	383	438	533	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	336683	933	436	473	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	337965	1449	461	532	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	339414	400	448	476	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	340164	450	440	483	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	340613	283	686	843	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	340897	383	537	833	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	341663	883	550	745	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	342545	550	282	743	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	343095	699	272	854	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	343794	766	283	759	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	344560	233	795	346	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	344794	1049	815	548	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	345843	366	742	553	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	346209	300	823	279	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	346509	200	794	83	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	346709	183	749	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	346892	400	504	27	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	347292	283	295	41	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	347575	266	382	29	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	347841	483	500	28	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	348324	266	609	13	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	348591	400	494	8	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	348991	833	707	10	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	350106	866	696	50	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	350972	183	843	34	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
50	351156	350	701	23	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
51	351938	416	710	16	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
52	352355	250	380	418	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
53	352605	366	393	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
