FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	310618	199	649	178	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	310817	399	400	283	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	311216	199	709	708	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	311416	359	378	434	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	311774	159	471	486	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	311934	259	847	443	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	312193	159	835	333	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	312512	179	752	777	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	312692	259	1019	804	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	312951	418	903	388	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	313369	279	763	291	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	313648	180	566	580	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	313828	160	396	473	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	313988	399	315	254	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	314387	179	352	13	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	314566	339	420	482	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	314904	180	376	342	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	315084	259	323	331	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	315343	259	327	523	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	315602	159	275	513	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	315762	199	462	533	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	315961	1555	287	520	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	317516	279	326	530	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	317796	339	453	531	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	318134	120	308	522	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	318254	518	424	539	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	318772	638	466	534	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	319410	379	462	499	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	319789	359	452	463	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	320148	139	442	317	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	320407	299	653	398	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	320706	1077	448	497	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	321783	419	403	532	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	322202	219	808	836	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	322421	179	941	786	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	322600	419	984	742	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	323019	339	428	487	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	323358	199	909	877	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	323557	299	928	755	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	323856	339	356	419	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	324195	239	400	267	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	324434	239	668	3	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	324674	160	595	32	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	324833	239	636	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	325072	1795	723	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	326867	180	895	51	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	327046	199	937	55	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
48	327246	319	867	11	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
49	327565	798	707	42	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
