FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
1	61379	283	663	248	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
2	61662	100	766	259	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
3	61762	250	267	278	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
4	62012	266	416	313	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
5	62278	216	732	611	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
6	62495	216	820	787	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
7	62711	266	723	715	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
8	62978	300	540	285	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
9	63277	266	757	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
10	63544	416	358	409	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
11	63960	100	552	410	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
12	64293	633	800	364	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
13	64926	433	602	350	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
14	65359	266	388	456	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
15	65626	400	443	475	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
16	66026	316	697	423	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
17	66342	183	467	489	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
18	66525	1965	418	542	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
19	68491	766	417	493	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
20	69257	433	426	536	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
21	69690	316	429	482	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
22	70006	333	747	414	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
23	70339	483	452	479	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
24	70822	216	781	765	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
25	71039	300	700	747	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
26	71338	250	438	760	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
27	71588	416	199	842	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
28	72005	266	209	964	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
29	72271	150	252	982	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
30	72421	333	548	739	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
31	72754	216	749	737	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
32	72971	300	995	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
33	73270	200	631	50	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
34	73470	250	314	173	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
35	73720	316	255	256	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
36	74037	166	250	810	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
37	74203	3348	249	738	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
38	77551	200	250	3	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
39	77751	133	337	15	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
40	77884	150	438	11	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
41	78034	150	541	16	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
42	78184	100	609	18	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
43	78283	366	506	22	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
44	78650	216	592	28	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
45	78866	1566	703	33	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
46	80715	150	746	58	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
47	80865	1665	692	36	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
